fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_S_dioxide,total_S_dioxide,density,pH,sulphates,alcohol,quality
6.7,0.67,2.07,5.68,1.61,26,39.7,0.99489,3.39,0.82,10.1,6
6.7,0.16,0.204,5.25,3.87,24,44.3,0.99494,3.34,0.71,6.11,6
7.2,0.695,0.454,9.7,2.2,12,48.3,0.99546,3.29,0.54,10.4,5
7,0.56,1.93,1.3,3.04,25,42.4,0.99629,3.34,0.59,2.24,5
6.2,0.51,3.16,7.4,3.92,15,51.6,0.99396,3.48,0.57,4.04,6
6.4,0.36,0.873,2.51,0.348,19,43.9,0.9934,3.37,0.93,9.15,6
6.4,0.38,0.346,0.661,0.536,15,44,0.99514,3.44,0.65,18.7,6
7.3,0.69,0.00642,0.831,1.36,35,51.2,0.99632,3.33,0.51,15.6,5
6,0.58,0.863,1.52,2.43,15,51.3,0.99467,3.58,0.67,15.2,6
5.6,0.31,2.86,4.32,4.31,23,49.5,0.99677,3.39,0.48,11.4,6
7.5,0.52,2.02,2.84,1.38,12,44.3,0.99474,3.26,0.64,23.9,6
8,0.3,0.718,0.482,2.24,16,46.4,0.99588,3.3,0.78,9.35,6
6.2,0.7,0.594,4.91,0.618,13,38,0.99622,3.54,0.6,19.8,6
6.8,0.67,1.59,5.71,2.69,13,54.4,0.9954,3.42,0.67,14.3,6
6.2,0.56,3.97,0.00333,0.226,24,41.2,0.99402,3.54,0.6,1.48,5
7.4,0.35,1.49,0.817,1.64,9,44.1,0.9947,3.36,0.6,5.9,6
6.2,0.56,2.44,0.397,4.72,24,38.6,0.99402,3.54,0.6,12.1,5
6.1,0.715,0.0389,1.73,2.43,13,42.1,0.99362,3.57,0.5,8.58,5
6.2,0.46,2.04,4.02,0.633,32,36.2,0.99578,3.33,0.62,1.75,5
6.7,0.32,1.71,1.2,0.638,24,44.5,0.99484,3.29,0.8,11.3,7
7.2,0.39,0.164,1.36,0.518,22,51.9,0.99494,3.3,0.84,15.2,6
7.5,0.31,1.66,0.32,0.822,34,43.5,0.99492,3.34,0.85,15,6
5.8,0.61,0.194,3.8,1.07,18,52.8,0.99483,3.55,0.66,8.29,6
7.2,0.66,2.38,1.58,2.11,34,44.3,0.99414,3.27,0.78,5.49,6
6.6,0.725,0.796,2.14,2.03,29,46,0.9977,3.29,0.54,9.86,5
6.3,0.55,0.0754,1.63,4,26,56.5,0.99314,3.32,0.82,10.7,6
5.4,0.74,0.814,2.05,4.35,16,49,0.99402,3.67,0.56,14.7,6
6.3,0.51,1.23,4.8,1.01,29,51.7,0.99574,3.42,0.75,8.82,6
6.8,0.62,1.85,1.12,1.34,28,42.7,0.99651,3.42,0.82,15,6
6.2,0.6,0.0804,0.59,1.44,32,45.9,0.9949,3.45,0.58,9.51,5
5.9,0.55,2.22,2.27,0.114,39,45.5,0.99512,3.52,0.76,10.4,6
6.3,0.51,1.31,2.99,1.51,29,43.8,0.99574,3.42,0.75,14.5,6
5.9,0.645,3.11,2.53,0.985,32,44.3,0.99547,3.57,0.71,18.9,5
6,0.31,2.53,2.19,2.07,18,51.1,0.99549,3.39,0.66,2.89,6
